STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,,VALUE_ADDED_SOURCE_AREA,,VALUE_ADDED_SOURCE_ACTIVITY,,FINAL_DEMAND_AREA,,FINAL_DEMAND_ACTIVITY,,UNIT_MEASURE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,UNIT_MULT,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,NOR,,_T,,USD,,A,,2022,,7.493,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,FIN,,_T,,USD,,A,,2022,,7.082,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,ARG,,_T,,USD,,A,,2022,,1.735,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,TWN,,_T,,USD,,A,,2022,,2.017,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,USA,,_T,,USD,,A,,2022,,42.323,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,SVK,,_T,,USD,,A,,2022,,1490.973,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,UKR,,_T,,USD,,A,,2022,,2.547,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,EST,,_T,,USD,,A,,2022,,7.055,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,CHN,,_T,,USD,,A,,2022,,373.677,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,MLT,,_T,,USD,,A,,2022,,0.103,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,COL,,_T,,USD,,A,,2022,,0.172,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,BGD,,_T,,USD,,A,,2022,,0.27,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,PRT,,_T,,USD,,A,,2022,,5.893,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,DNK,,_T,,USD,,A,,2022,,22.914,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,CMR,,_T,,USD,,A,,2022,,0.162,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,USA,,_T,,USD,,A,,2022,,103.763,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,TUR,,_T,,USD,,A,,2022,,73.408,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,GRC,,_T,,USD,,A,,2022,,6.74,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,ISL,,_T,,USD,,A,,2022,,0.267,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,TWN,,_T,,USD,,A,,2022,,2.34,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,KAZ,,_T,,USD,,A,,2022,,0.539,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,AUT,,_T,,USD,,A,,2022,,214.648,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,SAU,,_T,,USD,,A,,2022,,2.107,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,EGY,,_T,,USD,,A,,2022,,1.674,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,MEX,,_T,,USD,,A,,2022,,1.614,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,IDN,,_T,,USD,,A,,2022,,7.02,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,ISL,,_T,,USD,,A,,2022,,2.567,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,PAK,,_T,,USD,,A,,2022,,0.457,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,CMR,,_T,,USD,,A,,2022,,0.037,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,NOR,,_T,,USD,,A,,2022,,6.213,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,ESP,,_T,,USD,,A,,2022,,23.597,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,HUN,,_T,,USD,,A,,2022,,47.707,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,KOR,,_T,,USD,,A,,2022,,58.557,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,WXD,,_T,,USD,,A,,2022,,46.925,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,CYP,,_T,,USD,,A,,2022,,0.285,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,NZL,,_T,,USD,,A,,2022,,0.529,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,HUN,,_T,,USD,,A,,2022,,26.536,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,NGA,,_T,,USD,,A,,2022,,3.204,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,KOR,,_T,,USD,,A,,2022,,6.857,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,SGP,,_T,,USD,,A,,2022,,1.023,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,CHL,,_T,,USD,,A,,2022,,1.471,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,PHL,,_T,,USD,,A,,2022,,0.189,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,IND,,_T,,USD,,A,,2022,,38.825,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,NLD,,_T,,USD,,A,,2022,,12.699,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,MAR,,_T,,USD,,A,,2022,,1.737,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,ARE,,_T,,USD,,A,,2022,,18.084,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,ARE,,_T,,USD,,A,,2022,,3.466,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,PHL,,_T,,USD,,A,,2022,,1.055,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,CMR,,_T,,USD,,A,,2022,,0.043,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,BLR,,_T,,USD,,A,,2022,,1.043,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,MLT,,_T,,USD,,A,,2022,,0.097,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,NZL,,_T,,USD,,A,,2022,,0.768,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,RUS,,_T,,USD,,A,,2022,,35.435,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,DNK,,_T,,USD,,A,,2022,,3.696,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,HKG,,_T,,USD,,A,,2022,,0.366,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,CIV,,_T,,USD,,A,,2022,,0.08,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,CYP,,_T,,USD,,A,,2022,,1.229,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,AGO,,_T,,USD,,A,,2022,,0.104,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,BGR,,_T,,USD,,A,,2022,,4.432,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,BGD,,_T,,USD,,A,,2022,,2.705,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,RUS,,_T,,USD,,A,,2022,,14.801,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,TUR,,_T,,USD,,A,,2022,,23.733,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,SAU,,_T,,USD,,A,,2022,,3.66,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,MEX,,_T,,USD,,A,,2022,,3.012,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,ARG,,_T,,USD,,A,,2022,,0.257,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,WXD,,_T,,USD,,A,,2022,,68.507,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,UKR,,_T,,USD,,A,,2022,,28.989,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,BGR,,_T,,USD,,A,,2022,,4.742,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,CHL,,_T,,USD,,A,,2022,,1.266,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,CMR,,_T,,USD,,A,,2022,,0.183,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,RUS,,_T,,USD,,A,,2022,,27.042,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,EGY,,_T,,USD,,A,,2022,,1.072,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,ITA,,_T,,USD,,A,,2022,,81.075,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,CYP,,_T,,USD,,A,,2022,,2.319,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,COD,,_T,,USD,,A,,2022,,0.132,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,PER,,_T,,USD,,A,,2022,,0.356,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,FIN,,_T,,USD,,A,,2022,,1.305,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,KAZ,,_T,,USD,,A,,2022,,5.107,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,SVK,,_T,,USD,,A,,2022,,4500.281,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,HRV,,_T,,USD,,A,,2022,,8.15,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,HRV,,_T,,USD,,A,,2022,,1.16,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,DNK,,_T,,USD,,A,,2022,,8.131,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,GRC,,_T,,USD,,A,,2022,,2.935,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,NGA,,_T,,USD,,A,,2022,,0.801,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,SGP,,_T,,USD,,A,,2022,,0.805,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,COD,,_T,,USD,,A,,2022,,2.65,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,KOR,,_T,,USD,,A,,2022,,34.683,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,USA,,_T,,USD,,A,,2022,,622.541,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,ROU,,_T,,USD,,A,,2022,,14.685,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,VNM,,_T,,USD,,A,,2022,,0.445,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,SVN,,_T,,USD,,A,,2022,,16.176,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,CAN,,_T,,USD,,A,,2022,,8.138,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,CHN,,_T,,USD,,A,,2022,,33.31,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,MAR,,_T,,USD,,A,,2022,,4.539,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,BGR,,_T,,USD,,A,,2022,,1.155,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,ESP,,_T,,USD,,A,,2022,,48.688,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,TWN,,_T,,USD,,A,,2022,,25.771,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,BGR,,_T,,USD,,A,,2022,,6.156,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,GBR,,_T,,USD,,A,,2022,,39.084,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,EGY,,_T,,USD,,A,,2022,,9.219,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,PER,,_T,,USD,,A,,2022,,2.684,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,MLT,,_T,,USD,,A,,2022,,0.175,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,SVN,,_T,,USD,,A,,2022,,1.587,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,COL,,_T,,USD,,A,,2022,,8.205,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,CYP,,_T,,USD,,A,,2022,,0.272,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,KHM,,_T,,USD,,A,,2022,,0.152,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,RUS,,_T,,USD,,A,,2022,,8.261,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,LUX,,_T,,USD,,A,,2022,,9.389,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,FRA,,_T,,USD,,A,,2022,,47.621,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,THA,,_T,,USD,,A,,2022,,1.02,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,NOR,,_T,,USD,,A,,2022,,2.911,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,HKG,,_T,,USD,,A,,2022,,0.315,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,GBR,,_T,,USD,,A,,2022,,5.418,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,MYS,,_T,,USD,,A,,2022,,1.259,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,IDN,,_T,,USD,,A,,2022,,0.355,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,CMR,,_T,,USD,,A,,2022,,0.107,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,HUN,,_T,,USD,,A,,2022,,43.237,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,SVK,,_T,,USD,,A,,2022,,700.808,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,HKG,,_T,,USD,,A,,2022,,1.008,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,CYP,,_T,,USD,,A,,2022,,1.792,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,ITA,,_T,,USD,,A,,2022,,17.93,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,COL,,_T,,USD,,A,,2022,,2.293,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,COL,,_T,,USD,,A,,2022,,5.216,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,TUR,,_T,,USD,,A,,2022,,13.191,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,PER,,_T,,USD,,A,,2022,,0.542,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,MLT,,_T,,USD,,A,,2022,,0.177,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,AUS,,_T,,USD,,A,,2022,,1.814,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,CIV,,_T,,USD,,A,,2022,,0.023,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,DEU,,_T,,USD,,A,,2022,,690.255,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,LVA,,_T,,USD,,A,,2022,,4.897,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,HUN,,_T,,USD,,A,,2022,,218.866,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,COL,,_T,,USD,,A,,2022,,4.596,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,BGD,,_T,,USD,,A,,2022,,0.178,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,KAZ,,_T,,USD,,A,,2022,,1.383,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,KAZ,,_T,,USD,,A,,2022,,1.461,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,SWE,,_T,,USD,,A,,2022,,3.671,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,BRN,,_T,,USD,,A,,2022,,0.261,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,AGO,,_T,,USD,,A,,2022,,0.701,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,MLT,,_T,,USD,,A,,2022,,0.487,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,DNK,,_T,,USD,,A,,2022,,4.225,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,BEL,,_T,,USD,,A,,2022,,14.425,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,ITA,,_T,,USD,,A,,2022,,223.866,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,HUN,,_T,,USD,,A,,2022,,252.469,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,ESP,,_T,,USD,,A,,2022,,85.832,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,PRT,,_T,,USD,,A,,2022,,1.966,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,LUX,,_T,,USD,,A,,2022,,0.733,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,WXD,,_T,,USD,,A,,2022,,46.822,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,VNM,,_T,,USD,,A,,2022,,3.6,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,HRV,,_T,,USD,,A,,2022,,33.498,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,LUX,,_T,,USD,,A,,2022,,5.914,,6,
